source,target,amount,timestamp,hour_of_day,day_of_week,sender_timezone,local_hour
0xb3aaaae47070264f3595c5032ee94b620a583a39,0x831ee6baf32c7f558d90dd8f16a45e2928c23131,1.197,1522316053.0,12,3,3,15
0xb3aaaae47070264f3595c5032ee94b620a583a39,0x831ee6baf32c7f558d90dd8f16a45e2928c23131,0.60148079,1522317730.0,13,3,3,16
0xb3aaaae47070264f3595c5032ee94b620a583a39,0x831ee6baf32c7f558d90dd8f16a45e2928c23131,0.25194402,1522318447.0,13,3,3,16
0xb3aaaae47070264f3595c5032ee94b620a583a39,0xe7a06aab8286cef4206942a4891ee95a40e86466,0.527,1525629265.0,20,6,3,23
0xb3aaaae47070264f3595c5032ee94b620a583a39,0x713a6f26525b24581cbe20679811af8680abdddd,0.63927213,1523796003.0,15,6,3,18
0xb3aaaae47070264f3595c5032ee94b620a583a39,0xf3a3fe3318722e1d060845ad7760cc98abe6f977,1.53842421,1518915976.0,3,6,3,6
0xb3aaaae47070264f3595c5032ee94b620a583a39,0xee14140f20fb737809ca206c238382b3f802ca6c,0.597,1522325405.0,15,3,3,18
0xb3aaaae47070264f3595c5032ee94b620a583a39,0xee14140f20fb737809ca206c238382b3f802ca6c,0.59580001,1522437627.0,22,4,3,1
0xb3aaaae47070264f3595c5032ee94b620a583a39,0x21f74c6bbc1e3ab9f0205e12de3a9daa14351aed,0.117,1515655335.0,9,3,3,12
0xb3aaaae47070264f3595c5032ee94b620a583a39,0x21f74c6bbc1e3ab9f0205e12de3a9daa14351aed,0.16,1517136850.0,12,6,3,15
0xb3aaaae47070264f3595c5032ee94b620a583a39,0x21f74c6bbc1e3ab9f0205e12de3a9daa14351aed,10.6861,1520155444.0,11,6,3,14
0xb3aaaae47070264f3595c5032ee94b620a583a39,0xad2e834840954231b924b51bfb92c7f457ca30d9,0.507,1525244648.0,10,2,3,13
0x734ef1765588150677f26f4ebb43d7d3326a9eaa,0x6642cec9d02e4e669103a3ed4f3505f437b8fe73,0.01,1519856744.0,0,3,-7,17
0x734ef1765588150677f26f4ebb43d7d3326a9eaa,0x6642cec9d02e4e669103a3ed4f3505f437b8fe73,0.01,1519857065.0,0,3,-7,17
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0x0e0ba79cb92e07555ef7a3fe9e18ba33dd0b6d29,0.7,1523770034.0,8,6,4,12
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0x6ec56fb2436ba6706cecd42403b6a1b69ff0817f,4.34958659,1528853190.0,4,2,4,8
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0x9e91ea0c442dd2b41cc7fe2d54faecd34f59c134,0.5,1531298620.0,11,2,4,15
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0xfddbfa1b0b93612b95e3296690b63b74d019370c,1.0,1520285576.0,23,0,4,3
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.4,1521782594.0,7,4,4,11
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.1,1525793592.0,18,1,4,22
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.294,1520448455.0,20,2,4,0
0xa36ae0f959046a18d109dc5b1fb8df655cf0aa81,0xe03c6fdd69e268a00cc93fa282fb3ce82afc8b12,0.5,1526556629.0,14,3,4,18
0x604f6ba33efcb0fdb117671e13394bec974a3d35,0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,0.1046523242,1506927102.0,9,0,-9,0
0xd921b1a42d1fa85ed2ebef00f4bae0412197ad46,0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,11.0,1506921672.0,8,0,9,17
0xfd8b79fe58bb0b96cf8ff3db555fc2763d74aa74,0x21f74c6bbc1e3ab9f0205e12de3a9daa14351aed,0.2222,1525902342.0,0,3,3,3
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x849143a3d086c1c3d06a2d9b6a7e70a7907608bb,0.6286,1519978898.0,10,4,-4,6
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x785a751b2e36b2b0fdb80100b7ca14889a768a22,0.497,1519652585.0,15,0,-4,11
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x8ee48417e24a1903b11056aa904f8de887c2c350,0.4,1517119474.0,8,6,-4,4
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x8ee48417e24a1903b11056aa904f8de887c2c350,0.6,1517120044.0,8,6,-4,4
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x69f8e87518129498da751f26ea2309db05e7270b,0.507,1519448824.0,7,5,-4,3
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x043375ebc36fff7a4fcef1359f3c89afddf56e08,1.497,1524308989.0,14,5,-4,10
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xaa2498d85ba7559006f90110a4bc33c10a06c1af,1.987,1519383924.0,13,4,-4,9
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xaa2498d85ba7559006f90110a4bc33c10a06c1af,0.997,1519489903.0,18,5,-4,14
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xc0daeff8088d77dfecbfe525af535830be607bd2,24.297,1510010091.0,1,1,-4,21
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xc0daeff8088d77dfecbfe525af535830be607bd2,3.7289,1510077105.0,19,1,-4,15
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xc0daeff8088d77dfecbfe525af535830be607bd2,6.3089,1511639677.0,21,5,-4,17
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x40949225c4a1745a9946f6aaf763241c082cb9ac,4.997,1522932922.0,15,3,-4,11
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x83ec306df6bee5320cf6a57a52ff732791c65b47,0.997,1523043962.0,22,4,-4,18
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xa8b3c9c2a45d68eb435b5f3ef6712fa50cdbd996,0.2457,1520505369.0,12,3,-4,8
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x41467711f2d1f6021119ffb113ae0e78251b45fa,0.2964,1524205493.0,9,4,-4,5
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x6353940eabe11c7cd78ecc2085ae65cdacc5a92b,0.7697,1524042245.0,12,2,-4,8
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x1f6f1723d0db4e9783b7171392b6fa9ae1062fd9,0.747,1519767434.0,23,1,-4,19
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x4121cc82607ebab3f334e067f37fe2709c403bf6,0.353,1523575714.0,2,4,-4,22
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xd5edb088b7382b397238f5010d14cf10dd395007,1.067,1516254044.0,7,3,-4,3
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xee14140f20fb737809ca206c238382b3f802ca6c,0.197,1521814543.0,16,4,-4,12
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xee14140f20fb737809ca206c238382b3f802ca6c,0.597,1521846867.0,1,5,-4,21
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x474057adf42f9f955e86aa1142740f9d7763e41e,1.0854,1522503405.0,16,5,-4,12
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x37c85a7523b1832b4d0380b2f513e88b66e8c850,0.597,1519653030.0,15,0,-4,11
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x4f00b95c625c6d6ef72748d78c750fd6c84a8b85,0.3391,1516618202.0,12,0,-4,8
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0xe00e1f7117a69c34694ac1815177c93491fc448f,0.997,1524016625.0,4,2,-4,0
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,0x9558beca8790cbc465d466fd0a96583dc64cf1e8,0.2,1518428665.0,11,0,-4,7
0x388c36d81fa253632b4146c19451bc4c1c46ef5a,0x604da69d33a0df6414c30270434ba4e0e95d8cf6,0.017,1527907000.0,5,5,-9,20
0xad11cd3804d0636abecfb0acbab8455bf12b41fe,0x903bb9cd3a276d8f18fa6efed49b9bc52ccf06e5,0.0,1522059886.0,13,0,2,15
0x9eea7fda3c78cd8c096ae229de8217a94cd1bcfe,0x645a58a563ab8c94207e8faea54bcb97e02d23c9,0.00701558,1527681598.0,14,2,3,17
0x9eea7fda3c78cd8c096ae229de8217a94cd1bcfe,0x645a58a563ab8c94207e8faea54bcb97e02d23c9,0.03520502,1527683202.0,15,2,3,18
0x9eea7fda3c78cd8c096ae229de8217a94cd1bcfe,0x645a58a563ab8c94207e8faea54bcb97e02d23c9,0.05256712,1527683659.0,15,2,3,18
0x9eea7fda3c78cd8c096ae229de8217a94cd1bcfe,0xc1f9c01602043fcef642cc8601bda13ca29b7a9c,0.002,1527167683.0,16,3,3,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xc77dcad596e1e8277a2c5a6f985c2e21ea905687,0.495,1519504281.0,22,5,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x849143a3d086c1c3d06a2d9b6a7e70a7907608bb,4.995,1519921791.0,18,3,2,20
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x849143a3d086c1c3d06a2d9b6a7e70a7907608bb,0.55,1519957764.0,4,4,2,6
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xf033f0d9c1bf050babe586fddd94d8928f02ac50,0.995,1524373576.0,8,6,2,10
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x336a3f0c4d40b1e39cee72e2e59330daf484848c,0.995,1529868498.0,22,6,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x336a3f0c4d40b1e39cee72e2e59330daf484848c,2.995,1529869876.0,22,6,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x0084515449b037205a33d6d3940a5684126aa4b5,1.01947025,1534868334.0,19,1,2,21
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xc9194a772c23a595dfab28e30376f2e16ec39e01,0.495,1528980036.0,15,3,2,17
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xd93a9eba0b33896c629a7febfa2503f7ac0fa3af,0.645,1530690311.0,10,2,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xe977419ef28e71ed541ff6318cea9a6392709a48,0.16571,1519114128.0,10,1,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xb733a811edf703701d2403d8196df87306bed6d6,0.995,1527945394.0,16,5,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xd0206f494e1834a0ad76b202bebfc916317884cb,0.198,1520466129.0,1,3,2,3
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x16c26eb6051fe13273c634cb6df70a26befa9ec3,0.095,1525559608.0,1,6,2,3
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xb9b9b6aca1a0cf4ea4eb0ced466d66a62f8eb072,0.545,1525245890.0,10,2,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x3bd330f121c493db91e59d9125968d3df090a66f,1.495,1531144406.0,16,0,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xff8e6af02d41a576a0c82f7835535193e1a6bccc,0.995,1531618309.0,4,6,2,6
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xdf1ec2e44a8b1774b068ecfc5ef1c937a86baf3e,1.995,1517470112.0,9,3,2,11
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xdf1ec2e44a8b1774b068ecfc5ef1c937a86baf3e,0.275,1517477677.0,11,3,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xd47a0ce5d41eb793bd7008436082388b6894dc9e,3.495,1526759463.0,22,5,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x831ee6baf32c7f558d90dd8f16a45e2928c23131,0.995,1522318523.0,13,3,2,15
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x8408263f4f0691db34bd7666b5af61e19cb91b91,0.495,1520452704.0,21,2,2,23
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.99688,1517001447.0,23,4,2,1
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.79807,1517409104.0,16,2,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.125,1517412024.0,17,2,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.26883,1518291454.0,21,5,2,23
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.095,1518847503.0,8,5,2,10
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.07267,1519980627.0,10,4,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.77645,1520555411.0,2,4,2,4
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x41adf29532a797e6421da918003e80ec70535dda,0.245,1525360875.0,18,3,2,20
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x9ee1e7d4f70a698689557b6bb67e8b6555e36d59,0.995,1524062617.0,17,2,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x6d6883ddf4d7e209119faa8042dd311997516134,0.5,1519202031.0,10,2,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x6d6883ddf4d7e209119faa8042dd311997516134,0.895,1519203030.0,10,2,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x6d6883ddf4d7e209119faa8042dd311997516134,0.895,1519218550.0,15,2,2,17
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x6ec56fb2436ba6706cecd42403b6a1b69ff0817f,0.055,1528764222.0,3,1,2,5
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xfe68de56a07cd3af0ec40c22b0193115ecdd0501,0.095,1514103232.0,10,6,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x4686869e7b3c5fbdd35e399c2fc3e652647c2771,0.995,1535240607.0,2,6,2,4
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x69f8e87518129498da751f26ea2309db05e7270b,0.195,1518235512.0,6,5,2,8
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x69f8e87518129498da751f26ea2309db05e7270b,0.195,1518247725.0,9,5,2,11
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x69f8e87518129498da751f26ea2309db05e7270b,0.2,1518248413.0,9,5,2,11
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x4dd0ef53784030fa675e2677f9cdc2a3e32e956b,0.995,1529269346.0,0,0,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x76f6671887cf6056344d999e0f326a80a4548710,0.995,1519766127.0,23,1,2,1
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xf1a4b668d15f0e66543e9f1f795cc2b0f97e3ef2,0.795,1529137639.0,11,5,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x95c5db5bd9a0260fc457af4f6fc6de7819d9b1a6,1.665,1525015050.0,18,6,2,20
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x043375ebc36fff7a4fcef1359f3c89afddf56e08,9.995,1524650141.0,12,2,2,14
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x043375ebc36fff7a4fcef1359f3c89afddf56e08,0.545,1524655003.0,14,2,2,16
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xe7a06aab8286cef4206942a4891ee95a40e86466,0.495,1525469855.0,0,5,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x2b164ae662a0ab1832c87cb4a226efec56219fb6,0.595,1532342489.0,13,0,2,15
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x3eadb407f81d62d27f63a8881805b1735f70e692,0.59977,1525900059.0,0,3,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x3853ba76ec6ae97818e2d0e0839c9eda6c396690,0.015,1511867027.0,13,1,2,15
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x0e783fdcfd5f3f1afbb11062315456bd16fee122,0.995,1530054512.0,2,2,2,4
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,0.995,1532028591.0,22,3,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,0.5,1532029557.0,22,3,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,4.49,1532030049.0,22,3,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x84106febe96b45d1a6cf1dceec8285c46faf25de,0.595,1526071287.0,23,4,2,1
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x84106febe96b45d1a6cf1dceec8285c46faf25de,1.995,1526081281.0,2,5,2,4
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xaec2cc8986bb14c0c604d5adf725ba33920102bc,0.495,1529890088.0,4,0,2,6
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xaec2cc8986bb14c0c604d5adf725ba33920102bc,0.595,1529916427.0,11,0,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x7083c1bb9a6d9c73cb9b3c200e992e43ff103462,0.81317,1522375927.0,5,4,2,7
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x297a88c749273f2de6a378a6015dd624d993c671,2.995,1527666160.0,10,2,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xb53fb00e8635be2d0ba259d6579650f5a907ee16,0.995,1534690399.0,17,6,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xb53fb00e8635be2d0ba259d6579650f5a907ee16,0.995,1534690456.0,17,6,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xb53fb00e8635be2d0ba259d6579650f5a907ee16,0.495,1535058646.0,0,4,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xb53fb00e8635be2d0ba259d6579650f5a907ee16,0.125,1537172661.0,11,0,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x645125230e924d2db84be4cabf946c87d5be8935,2.41328,1521829668.0,20,4,2,22
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x03e115d99f005f9df8accec3f3d07f54b593ee96,4.0,1529257028.0,20,6,2,22
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xba8a5cf96d605b630025e3e2c8bd177391e32122,0.595,1529950086.0,21,0,2,23
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xfddbfa1b0b93612b95e3296690b63b74d019370c,0.035,1520287683.0,0,1,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x46cd13ad73b0260bccec6e722c42a7b76ae19b67,4.995,1521124421.0,16,3,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x46cd13ad73b0260bccec6e722c42a7b76ae19b67,0.2,1521125962.0,16,3,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x545b0fdcbb2b404b26546521d4d183c2538509c2,1.495,1524218545.0,13,4,2,15
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xf6fc6941643384ccd56ad8f084beeb338b77128a,0.645,1534534718.0,22,4,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xf6fc6941643384ccd56ad8f084beeb338b77128a,1.395,1534535338.0,22,4,2,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1e071281416b20ac2cd50d2e8093b43f8526940a,3.995,1521762958.0,1,4,2,3
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xf985aa8117999fa3f0f9e71a20d0fe7b88b9d706,0.5,1522419395.0,17,4,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x98c29afea6f69b59ad1790ce2e0effc0bd38433f,0.495,1520474275.0,3,3,2,5
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x9655eb5183e3d373c6db087dd8fc6dae3c5047f1,0.4,1519803438.0,9,2,2,11
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x32ea6b24675349edb6df2896457819289aad180e,0.695,1528495033.0,0,5,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x64ac294a477332bba968f790ffa089647bb762a1,0.405,1520070782.0,11,5,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1ce4312fdd45c9184a5561314122b2244bd862c9,0.499,1525363529.0,19,3,2,21
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1ce4312fdd45c9184a5561314122b2244bd862c9,0.995,1525363915.0,19,3,2,21
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x17935dffbc228397d2f5a67061867804cecacae8,2.995,1523004804.0,11,4,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x9af3bf0b0a117d3fbfb37dfc7fa67f9a645488fc,50.35285,1496768323.0,19,1,2,21
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x34743ffa1f93e745668725e44efeb3c50a237796,1.095,1506068035.0,11,4,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.995,1519828202.0,16,2,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.695,1520303325.0,4,1,2,6
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.546,1522155044.0,15,1,2,17
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,2.995,1522808795.0,5,2,2,7
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.095,1525557778.0,1,6,2,3
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,2.035,1525796341.0,19,1,2,21
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,6.0,1525844674.0,8,2,2,10
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1525869434.0,15,2,2,17
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1525875145.0,17,2,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.05632,1525875290.0,17,2,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.795,1525886837.0,20,2,2,22
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.52788,1526999634.0,17,1,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.3874,1527028788.0,1,2,2,3
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.995,1527945015.0,16,5,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x87318b9b7eed24f69907d53eb7727c0a590f3588,0.505,1524225392.0,14,4,2,16
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xc4ce40af23a0619119e7f59730131c22650d5d11,2.755,1533336720.0,1,5,2,3
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xe37a8a7e0f5d9b0662116d820914fba7b5e4c2f6,0.995,1516870249.0,10,3,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xe37a8a7e0f5d9b0662116d820914fba7b5e4c2f6,1.0,1516891877.0,16,3,2,18
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x4c6bad785ffcf6c0746f53dbcac9c5e877f75bfa,0.56013,1522789711.0,0,2,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xa8b3c9c2a45d68eb435b5f3ef6712fa50cdbd996,0.495,1520761755.0,11,6,2,13
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x5d3f32f4b2e99fb79d2f6a1cbf3aa7390f8fc751,2.887,1505235155.0,19,1,2,21
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x5d3f32f4b2e99fb79d2f6a1cbf3aa7390f8fc751,0.795,1505241330.0,21,1,2,23
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xf487d016b2ea5bebdeea03fa12adcab51237bc25,1.095,1522165051.0,18,1,2,20
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x57a3d07e27475aa8f5d306b7bb25aebfd27c4512,0.995,1525640838.0,0,0,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xa525dd7a8034babf46f3f6e253035fb2bcf358b7,9.995,1525640100.0,23,6,2,1
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1e3c07ce10973fcaebc81468af1d3f390d2a4c71,1.025,1520484369.0,6,3,2,8
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1e3c07ce10973fcaebc81468af1d3f390d2a4c71,0.995,1520492968.0,9,3,2,11
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1f6f1723d0db4e9783b7171392b6fa9ae1062fd9,0.895,1519216210.0,14,2,2,16
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1c16b965c7960fea0bd7e8629885cbe162223f2e,0.995,1523442344.0,13,2,2,15
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1c16b965c7960fea0bd7e8629885cbe162223f2e,0.695,1523456195.0,17,2,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x23667058d0cd398ff8d25e015c86322644c7783d,4.0,1521627196.0,12,2,2,14
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x096c39ab4fa36ca74a36fe1f4767ff487762f0aa,0.5,1526455316.0,10,2,2,12
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x303345349da72a28d12d5515f145dd77cb84bacc,0.515,1521560873.0,17,1,2,19
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x21918461c6aeca5eaec825b4746d64a0d4028df6,1.0,1504646430.0,0,2,2,2
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x5208d7f63a089906889a5a9caed81e9c889e64f8,0.545,1530061379.0,4,2,2,6
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x5208d7f63a089906889a5a9caed81e9c889e64f8,0.995,1530097922.0,14,2,2,16
